"","guide_title","guide_no","page_no","country","state","category","authors","date_created","year_publisehd","language","Category","Countries"
"917","San José -- Plants of El Rodeo Protected Zone",520,18,"Costa Rica","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Ricardo Kriebel","June, 2013",2013,"English","Plants","Costa Rica"
"918","San José -- Plants of Cerros de Escazú Protected Zone",519,7,"Costa Rica","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Ricardo Kriebel","June, 2013",2013,"English","Plants","Costa Rica"
"919","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Costa Rica"
"920","Puntarenas -- Melastomataceae of Osa Peninsula",360,8,"Costa Rica","","Plants, Trees, Terrestrial herbs, Shrubs and treelets","Ricardo Kriebel, Reinaldo Aguilar","",2012,"English","Plants","Costa Rica"
"921","Acanthaceae of Costa Rica",328,6,"Costa Rica","","Plants, Climbers, Shrubs and treelets, Terrestrial herbs","Ricardo Kriebel, Thomas F. Daniel, José Gonzalez","",2012,"English","Plants","Costa Rica"
"922","Ericaceae of Costa Rica and Panama",178,8,"Costa Rica, Panama","","Plants, Shrubs and treelets, Terrestrial herbs, Trees","James L. Luteyn, Maria Lucia Kawasaki","",2005,"English","Plants","Costa Rica"
"923","Heredia -- Sarapiquí, Seedlings of Woody Plants of La Selva",122,6,"Costa Rica","","Plants, Climbers, Seedlings, Shrubs and treelets, Trees","Corine Vriesendorp, Ademar Hurtado, Orlando Vargas, Yehudi Hernandez","",2002,"English","Plants","Costa Rica"
"924","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Costa Rica"
"925","Puntarenas -- Bats of La Cruces Biological Station",631,4,"Costa Rica","","Animals, Mammals","Sylvia M. Seger,  Anjali Kumar,  Tim Divoll","",2014,"English","Mammals","Costa Rica"
"926","Puntarenas -- Las Alturas bats",628,2,"Costa Rica","","Animals, Mammals","Sylvia M. Seger,  Anjali Kumar,  Tim Divoll","",2014,"English","Mammals","Costa Rica"
"927","Puntarenas - Spider of Cocos Island National Park",995,4,"Costa Rica","Puntarenas","Animals, Spiders and scorpions","Darko D. Cotoras, Carlos Víquez","May, 2018",2018,"English","Other","Costa Rica"
"928","Limon - Spiders of La Selva Biological Station",875,2,"Costa Rica","Limon","Animals, Spiders and scorpions","Ignacio Escalante, Darko D. Cotoras","June, 2017",2017,"English","Other","Costa Rica"
"929","Puntarenas - Spiders of Las Cruces Biological Station",874,2,"Costa Rica","Puntarenas","Animals, Spiders and scorpions","Darko D. Cotoras, Ignacio Escalante","June, 2017",2017,"English","Other","Costa Rica"
"930","Heredia - Common Frogs of La Selva Biological Station",860,2,"Costa Rica","Heredia","Animals, Amphibians","Michelle E. Thompson, Juan G. Abarca, Enrique Salicetti Nelson, Hansell Rodriguez Vega, Carlos de la Rosa, Ralph Garcia Robleto, Maureen A. Donnelly","February, 2017",2017,"English","Herp","Costa Rica"
"931","Costa Rica - Amphibians of the San Ramón Cloud Forest",855,3,"Costa Rica","","Animals, Amphibians","Brayan H. Morera-Chacón","January, 2017",2017,"English","Herp","Costa Rica"
"932","Costa Ballena - Amphibians and Reptiles ",772,9,"Costa Rica","","Animals, Amphibians, Reptiles","César L. Barrio-Amorós","May, 2016",2016,"English","Herp","Costa Rica"
"933","Puntarenas -- Frogs of Osa Peninsula",246,2,"Costa Rica","","Animals, Amphibians","Tanya J. Hawley","",2008,"English","Herp","Costa Rica"
"934","Premontane Wet Forest – Lichens",396,2,"Costa Rica","","Fungi and Lichens, Lichens","Bibiana Moncada,  James Lawrey,  José Luis Chaves,  Manuela Dal-Forno,  Robert Lücking","June, 2013",2013,"English","Fungi","Costa Rica"
"935","Veracruz - Plants with Extrafloral Nectaries of Los Tuxtlas Biological Station",773,4,"Mexico","","Plants","Armando Aguirre Jaimes, Rosamond Coates, Abril Castillo Serrano","May, 2016",2016,"English","Plants","Mexico"
"936","Puebla -- Plants of Las Margaritas",650,15,"Mexico","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Guadalupe Cornejo-Tenorio, Guillermo Ibarra-Manríquez","December, 2014",2014,"English","Plants","Mexico"
"937","Michoacán -- Plants associated with Avocado Cultivation",494,12,"Mexico","","Plants, Terrestrial herbs, Shrubs and treelets, Climbers","Yair Merlín-Uribe,  Laura Villamil-Echeverri,  Juan Martínez Cruz,  Marta Astier Calderón,  Mayra E. Gavito","February, 2014",2014,"English","Plants","Mexico"
"938","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Mexico"
"939","Ficus of Mexico",394,5,"Mexico","","Plants, Shrubs and treelets, Trees","Guillermo Ibarra-Manríquez,  Guadalupe Cornejo Tenorio","May, 2013",2013,"English","Plants","Mexico"
"940","Michoacán -- Cerro El Aguila Plants",321,21,"Mexico","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Guadalupe Cornejo-Tenorio, Guillermo Ibarra-Manríquez","",2011,"English","Plants","Mexico"
"941","Chiapas - Fruits eaten by spider monkeys",314,3,"Mexico","","Plants, Fruits, Other (Plants)","Óscar M. Chaves","October, 2016",2016,"English","Plants","Mexico"
"942","Chiapas -- Seedlings of Montes Azules Reserve",313,3,"Mexico","","Plants, Climbers, Seedlings, Trees","Óscar M. Chaves","April, 2015",2015,"English","Plants","Mexico"
"943","Michoacán & Mexico State - Reserva Mariposa Monarca - Plantas",289,12,"Mexico","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Guadalupe Cornejo-Tenorio, Guillermo Ibarra-Manríquez","",2010,"English","Plants","Mexico"
"944","Veracruz -- Los Tuxtlas - Climbers, Epiphytes, & Herbs",235,12,"Mexico","","Plants, Climbers, Epiphytes, Terrestrial herbs","Guillermo Ibarra-Manríquez","",2007,"English","Plants","Mexico"
"945","Veracruz -- Los Tuxtlas - Trees & Shrubs",215,12,"Mexico","","Plants, Shrubs and treelets, Trees","Guillermo Ibarra-Manríquez","",2007,"English","Plants","Mexico"
"946","Querétaro - Ciudad de Querétaro Trees & Shrubs",138,2,"Mexico","","Plants, Shrubs and treelets, Trees","Gilberto Ocampo Acosta, Joel Quesada Mejorada, Rocío Aguirre López","",2002,"English","Plants","Mexico"
"947","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Mexico"
"948","Sonora - Birds of San Nicolás",959,8,"Mexico","Sonora","Animals, Birds","Harold F. Greeney, Charles van Riper III","March, 2018",2018,"English","Birds","Mexico"
"949","Veracruz - Birds of Mountains and Coffee Plantation Forest",939,4,"Mexico","Veracruz","Animals, Birds","Rafael Rodríguez Mesa, César Raziel Lucio Palacio, Melina Ofelia Tepole Pineda","November, 2017",2017,"English","Birds","Mexico"
"950","Nayarit - Common Birds of the Marismas Biosphere Reserve",921,15,"Mexico","Nayarit","Animals, Birds","Jesús Alberto Loc-Barragán, José Antonio Robles-Martínez, Jonathan Vargas-Vega, David Molina","August, 2017",2017,"English","Birds","Mexico"
"951","Veracruz - Common Birds of the Universidad Veracruzana’s Campus ",844,3,"Mexico","Veracruz","Animals, Birds","Oscar M. Salcedo J., J. Alberto Lobato-García, Gustavo Contreras-Cuevas, Nidia S. Hernández-Arriaga, Mariana Hernández-Soto, Ernesto Ruelas Inzunza","February, 2017",2017,"English","Birds","Mexico"
"952","Jalisco -- Chamela Birds",478,14,"Mexico","","Animals, Birds","Juan Manuel Lobato García, Jorge Humberto Vega Rivera, Simon Octavio Valdez Juarez, Salvador Hernández Vásquez","July, 2013",2014,"English","Birds","Mexico"
"953","Chiapas -- Selva Lacandona Birds",454,6,"Mexico","","Animals, Birds","Juan Manuel Lobato García, Rafael Lombera Estrada, Ana María Gonález Di Pierro","June, 2014",2014,"English","Birds","Mexico"
"954","Veracruz - Lepidoptera on flowering plants of La Mancha Natural Reserve",1086,14,"Mexico","Veracruz","Animals, Insects","Cristian A. Martínez Adriano, Eduardo G. Adriano Espinoza, Armando Aguirre Jaimes, Cecilia Díaz Castelazo","December, 2018",2018,"English","Insects","Mexico"
"955","Veracruz - Cerambycidae of Los Tuxtlas Biological Station",1021,2,"Mexico","Veracruz","Animals, Insects","Rosamond Coates, Martha Madora-Astudillo, Fernando Villagómez, Oscar Pérez-Flores","June, 2018",2018,"English","Insects","Mexico"
"956","Veracruz - Melolonthinae & Rutelinae of Los Tuxtlas Biological Station",1020,2,"Mexico","","Animals, Insects","Martha Madora-Astudillo , Rosamond Coates","May, 2018",2018,"English","Insects","Mexico"
"957","Veracruz - Nymphalidae (Lepidoptera) Los Tuxtlas Biological Station ",942,4,"Mexico","Veracruz","Animals, Insects","Martha Madora Astudillo, Rosamond Coates, Mario A. Alvarado-Mota, Dioselina Díaz-Sánchez","September, 2017",2017,"English","Insects","Mexico"
"958","Veracruz - Moths of Los Tuxtlas Biological Station",837,1,"Mexico","Veracruz","Animals, Insects","Martha Madora, Rosamond Coates","January, 2017",2017,"English","Insects","Mexico"
"959","Veracruz -- Moths (Sphingidae) of Los Tuxtlas Tropical Biological Station",824,2,"Mexico","","Animals, Insects","Martha Madora Astudillo, Rosamond Coates","November, 2016",2016,"English","Insects","Mexico"
"960","Michoacan -- Insect pollinators of avocado and associated herbs",612,4,"Mexico","","Animals, Insects","Laura Villamil-Echeverri, Ricardo Ayala Barajas, Enrique Ramírez García, Yair Merlín-Uribe, Marta Astier-Calderón, Mayra E. Gavito","February, 2014",2014,"English","Insects","Mexico"
"961","Nayarit - Amphibians and Reptiles of Marismas Nacionales Biosphere Reserve",812,4,"Mexico","","Animals, Amphibians, Reptiles","Jesús A. Loc-Barragán","September, 2016",2016,"English","Herp","Mexico"
"962","Nayarit - Amphibians of Nayarit State",784,3,"Mexico","","Animals, Amphibians","Jesús A. Loc-Barragán, Iván Ahumada-Carrillo, Guillermo A. Woolrich-Piña","July, 2016",2016,"English","Herp","Mexico"
"963","Veracruz - Macrofungi of Los Tuxtlas Biological Station",825,6,"Mexico","","Fungi and Lichens, Mushrooms","Rosamond Coates, Carlos Velázquez-Narváez, Álvaro Campos-Villanueva","January, 2017",2017,"English","Fungi","Mexico"
"964","Jalisco -- Nevado Colima Mushrooms",87,2,"Mexico","","Fungi and Lichens, Mushrooms","Laura Guzmán-Dávalos","",2001,"English","Fungi","Mexico"
"965","Sava -- Arecaceae of Marojejy National Park",709,2,"Madagascar","","Plants, Fruits, Trees, Useful plants","Wolf L. Eiserhardt, Mijoro Rakotoarinivo, William J. Baker","October, 2015",2015,"English","Plants","Madagascar"
"966","Eastern Region -- Medicinal Plants",587,2,"Paraguay","","Plants, Useful plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Rosa Degen, Gloria Delmas, Germán González, Yenny González, Liz Britos","March, 2015",2015,"English","Plants","Paraguay"
"967","Presidente Hayes - Birds of Benjamín Aceval Wetlands",971,12,"Paraguay","Presidente Hayes","Animals, Birds","José Petters, Fátima Ortiz, Karina Nuñez , Paulo Norberg","March, 2018",2018,"English","Birds","Paraguay"
"968","San Lorenzo -- Aves of the National Asunción University campus",697,4,"Paraguay","","Animals, Birds","Fátima Natalia Ortiz","August, 2015",2015,"English","Birds","Paraguay"
"969","San Pedro -- Snakes of Laguna Blanca",570,2,"Paraguay","","Animals, Reptiles","Para La Tierra (Jean-Paul Brouard, Helen Pheasey, John T. Smit, Karina Atkinson, Paul Smith","April, 2014",2014,"English","Herp","Paraguay"
"970","San Pedro -- Lizards, Amphisbaenids, Blind-snakes",567,2,"Paraguay","","Animals, Reptiles","Para la Tierra (Jean-Paul Brouard, Helen Pheasey, Paul Smith","April, 2014",2014,"English","Herp","Paraguay"
"971","San Pedro -- Amphibians of Laguna Blanca Reserve",565,2,"Paraguay","","Animals, Amphibians","Para la Tierra (Jean-Paul Brouard, Helen Pheasey, Paul Smith","March, 2014",2014,"English","Herp","Paraguay"
"972","Chiang Mai -- Plants of Doi Inthanon Park",562,19,"Thailand","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Heike Betz,  Prachaya Srisanga,  Piyakaset Suksathan","June, 2014",2014,"English","Plants","Thailand"
"973","Poisonous Mushrooms of Thailand ",742,1,"Thailand","","Fungi and Lichens, Mushrooms","Sittiporn Parnmen, Sujitra Sikaphan, Siriwan Leudang, Nattaphong Nantachaiphong, Chutimon Uttawichai, Sudarat Juntaporn,  Kornchanok Porntaweesuk, Dutsadee Polputpisatkul, Panisa Getn-gern, Apiwat Tawatsin , Sathaporn Ramchiun","February, 2016",2016,"English","Fungi","Thailand"
"974","Graphidaceae of Thailand 4: The genera Rhabdodiscus & Stegobolus",547,1,"Thailand","","Fungi and Lichens, Lichens","Khwanruan Butsatorn-Papong, H. Thorsten Lumbsch, Robert Lücking","October, 2013",2013,"English","Fungi","Thailand"
"975","Graphidaceae of Thailand 3: The genera Glaucotrema, Leucodecton, Melanotrema, Myriotrema & Thelotrema",546,1,"Thailand","","Lichens, Fungi and Lichens","Khwanruan Butsatorn-Papong, H. Thorsten Lumbsch, Robert Lücking ","October, 2013",2013,"English","Fungi","Thailand"
"976","Graphidaceae of Thailand 2: The genera Astrochapsa, Chapsa, Compositrema, Nitidochapsa, Pseudochapsa & Pseudotopeliopsis",545,2,"Thailand","","Fungi and Lichens, Lichens","Khwanruan Butsatorn-Papong, H. Thorsten Lumbsch, Robert Lücking","October, 2013",2013,"English","Fungi","Thailand"
"977","Graphidaceae of Thailand 1: The genus Ocellularia",544,3,"Thailand","","Fungi and Lichens, Lichens","Khwanruan Butsatorn-Papong, H. Thorsten Lumbsch, Robert Lücking","October, 2013",2013,"English","Fungi","Thailand"
"978","Cladoniaceae of Thailand",253,2,"Thailand","","Lichens, Fungi and Lichens","Sittiporn Parnmen, Achariya Rangsiruji, Pachara Mongkolsuk, Kansri Boonpragob, H. Thorsten Lumbsch","August, 2009",2009,"English","Fungi","Thailand"
"979","Lecanoracae of Thailand",252,2,"Thailand","","Lichens, Fungi and Lichens","Khwanruan Papong, H. Thorsten Lumbsch","June, 2009",2009,"English","Fungi","Thailand"
"980","Plants of Greenland",548,25,"Greenland","","Plants, Shrubs and treelets, Terrestrial herbs","Sune Holt","October, 2013",2013,"English","Plants","Greenland"
"981","Baja Vera Paz -- Plants of Biotopo del Quetzal ",531,18,"Guatemala","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Sune Holt","June, 2013",2013,"English","Plants","Guatemala"
"982","Tropical America -- Podostemaceae: Castelnavia, Ceratolacis, Cipoia",465,2,"Mexico, Belize, El Salvador, Honduras, Guatemala, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Terrestrial herbs, Aquatic plants","Claudia Petean Bove,  C. Thomas Philbrick","February, 2013",2013,"English","Plants","Guatemala"
"983","Baja Verapaz -- Plants of Río Escondido Natural Reserve ",350,35,"Guatemala","","Plants, Climbers, Epiphytes, Shrubs and treelets, Terrestrial herbs, Trees","Sune Holt","",2012,"English","Plants","Guatemala"
"984","Tropical America -- Common Genera of Pioneer Trees",16,2,"Mexico, Belize, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panama, Colombia, Venezuela, Guyana, Suriname, French Guiana, Brazil, Bolivia, Peru, Ecuador","","Plants, Shrubs and treelets, Trees","Diana Alvira, Robin B. Foster, Margaret R. Metz","",1999,"English","Plants","Guatemala"
"985","Selected Salix and Populus species of Himalaya",528,3,"India","","Plants, Trees, Shrubs and treelets","Sukla Chanda","May, 2013",2013,"English","Plants","India"
"986","Selected medicinal plants of West Bengal",527,1,"India","","Plants, Useful plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers","Sukla Chanda","April, 2013",2013,"English","Plants","India"
"987","Atlántida -- Tela, Plantas de los Calles",518,2,"Honduras","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Robin Foster,  Sune Holt","June, 2013",2013,"English","Plants","Honduras"
"988","Atlántida -- Plants of Pico Bonito",517,10,"Honduras","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Robin Foster,  Sune Holt","June, 2013",2013,"English","Plants","Honduras"
"989","Atlántida -- Lancetilla Valley Reserve, Native Plants",516,7,"Honduras","","Plants, Trees, Terrestrial herbs, Shrubs and treelets, Climbers, Epiphytes","Robin Foster,  Sune Holt","June, 2013",2013,"English","Plants","Honduras"
